strategy,run,iteration,value
multikuti,9,26,1.2581494807366216
multikuti,9,27,1.2572163201622502
multikuti,9,28,1.2599655150919016
multikuti,9,29,1.2581243373398903
multikuti,9,30,1.2599655150919016
master_slave,0,1,1.2599655150918998
master_slave,0,2,1.255216125485277
master_slave,0,3,1.2599655150918998
master_slave,0,4,1.2599655150918998
master_slave,0,5,1.2599655150918998
master_slave,0,6,1.258845627239477
master_slave,0,7,1.2599655150918998
master_slave,0,8,1.2565748413453297
master_slave,0,9,1.2577257393870545
master_slave,0,10,1.258845627239477
master_slave,0,11,1.2588456272394772
master_slave,0,12,1.258845627239477
master_slave,0,13,1.2599655150918998
master_slave,0,14,1.2599655150918998
master_slave,0,15,1.2588456272394772
master_slave,0,16,1.2599655150918998
master_slave,0,17,1.2588456272394772
master_slave,0,18,1.2588456272394772
master_slave,0,19,1.2576947291977525
master_slave,0,20,1.2599655150918998
master_slave,0,21,1.2599655150918998
master_slave,0,22,1.2599655150918998
master_slave,0,23,1.258845627239477
master_slave,0,24,1.2577257393870547
master_slave,0,25,1.258814617050175
master_slave,0,26,1.258845627239477
master_slave,0,27,1.258845627239477
master_slave,0,28,1.2599655150918998
master_slave,0,29,1.2599655150918998
master_slave,0,30,1.2588456272394772
master_slave,1,1,1.2588456272394772
master_slave,1,2,1.2560206820396336
master_slave,1,3,1.2560206820396334
master_slave,1,4,1.256605851534632
master_slave,1,5,1.258260457744479
master_slave,1,6,1.2599655150918998
master_slave,1,7,1.2563360133376995
master_slave,1,8,1.2599655150918998
master_slave,1,9,1.2599655150918998
master_slave,1,10,1.2588456272394772
master_slave,1,11,1.2599655150918998
master_slave,1,12,1.2588456272394772
master_slave,1,13,1.2599655150918998
master_slave,1,14,1.258845627239477
master_slave,1,15,1.2599655150918998
master_slave,1,16,1.2599655150918998
master_slave,1,17,1.2599655150918998
master_slave,1,18,1.2588456272394772
master_slave,1,19,1.2576947291977525
master_slave,1,20,1.2599655150918998
master_slave,1,21,1.2565748413453297
master_slave,1,22,1.2588456272394772
master_slave,1,23,1.2599655150918998
master_slave,1,24,1.2599655150918998
master_slave,1,25,1.2599655150918998
master_slave,1,26,1.2577257393870547
master_slave,1,27,1.2577257393870545
master_slave,1,28,1.2599655150918998
master_slave,1,29,1.2599655150918998
master_slave,1,30,1.2599655150918998
master_slave,2,1,1.2286086552240625
master_slave,2,2,1.256605851534632
master_slave,2,3,1.2588456272394772
master_slave,2,4,1.2599655150918998
master_slave,2,5,1.2565438311560275
master_slave,2,6,1.2599655150918998
master_slave,2,7,1.2577257393870545
master_slave,2,8,1.2599655150918998
master_slave,2,9,1.2588456272394772
master_slave,2,10,1.258845627239477
master_slave,2,11,1.2599655150918998
master_slave,2,12,1.2599655150918998
master_slave,2,13,1.2577257393870545
master_slave,2,14,1.2599655150918998
master_slave,2,15,1.2599655150918998
master_slave,2,16,1.2599655150918998
master_slave,2,17,1.2577257393870545
master_slave,2,18,1.2588456272394772
master_slave,2,19,1.2599655150918998
master_slave,2,20,1.2588456272394772
master_slave,2,21,1.2599655150918998
master_slave,2,22,1.258814617050175
master_slave,2,23,1.2599655150918998
master_slave,2,24,1.2599655150918998
master_slave,2,25,1.2588456272394772
master_slave,2,26,1.2599655150918998
master_slave,2,27,1.2599655150918998
master_slave,2,28,1.256605851534632
master_slave,2,29,1.258845627239477
master_slave,2,30,1.2565748413453297
master_slave,3,1,1.2599655150918998
master_slave,3,2,1.2588456272394772
master_slave,3,3,1.2588456272394772
master_slave,3,4,1.2588456272394772
master_slave,3,5,1.2599655150918998
master_slave,3,6,1.2599655150918998
master_slave,3,7,1.2599655150918998
master_slave,3,8,1.2588456272394772
master_slave,3,9,1.2599655150918998
master_slave,3,10,1.2599655150918998
master_slave,3,11,1.2588456272394772
master_slave,3,12,1.2599655150918998
master_slave,3,13,1.2565748413453295
master_slave,3,14,1.2588456272394772
master_slave,3,15,1.2599655150918998
master_slave,3,16,1.258814617050175
master_slave,3,17,1.2599655150918998
master_slave,3,18,1.258845627239477
master_slave,3,19,1.2577257393870545
master_slave,3,20,1.2588456272394772
master_slave,3,21,1.258814617050175
master_slave,3,22,1.2599655150918998
master_slave,3,23,1.256605851534632
master_slave,3,24,1.2599655150918998
master_slave,3,25,1.258814617050175
master_slave,3,26,1.2588456272394772
master_slave,3,27,1.2599655150918998
master_slave,3,28,1.2588456272394772
master_slave,3,29,1.2599655150918998
master_slave,3,30,1.2599655150918998
master_slave,4,1,1.2588456272394772
master_slave,4,2,1.2588456272394772
master_slave,4,3,1.258845627239477
master_slave,4,4,1.2599655150918998
master_slave,4,5,1.2563360133376995
master_slave,4,6,1.258845627239477
master_slave,4,7,1.2599655150918998
master_slave,4,8,1.2599655150918998
master_slave,4,9,1.2599655150918998
master_slave,4,10,1.2565748413453297
master_slave,4,11,1.2588456272394772
master_slave,4,12,1.2599655150918998
master_slave,4,13,1.2588456272394772
master_slave,4,14,1.258845627239477
master_slave,4,15,1.258814617050175
master_slave,4,16,1.2599655150918998
master_slave,4,17,1.2599655150918998
master_slave,4,18,1.2588456272394772
master_slave,4,19,1.2588456272394772
master_slave,4,20,1.258845627239477
master_slave,4,21,1.2588456272394772
master_slave,4,22,1.2588456272394772
master_slave,4,23,1.2599655150918998
master_slave,4,24,1.258845627239477
master_slave,4,25,1.2576947291977525
master_slave,4,26,1.2599655150918998
master_slave,4,27,1.2599655150918998
master_slave,4,28,1.2599655150918998
master_slave,4,29,1.2599655150918998
master_slave,4,30,1.255216125485277
master_slave,5,1,1.2599655150918998
master_slave,5,2,1.2588456272394772
master_slave,5,3,1.2588456272394772
master_slave,5,4,1.2599655150918998
master_slave,5,5,1.258814617050175
master_slave,5,6,1.2599655150918998
master_slave,5,7,1.258814617050175
master_slave,5,8,1.2588456272394772
master_slave,5,9,1.2599655150918998
master_slave,5,10,1.2599655150918998
master_slave,5,11,1.2599655150918998
master_slave,5,12,1.2599655150918998
master_slave,5,13,1.2599655150918998
master_slave,5,14,1.2599655150918998
master_slave,5,15,1.258814617050175
master_slave,5,16,1.2599655150918998
master_slave,5,17,1.258814617050175
master_slave,5,18,1.2599655150918998
master_slave,5,19,1.2599655150918998
master_slave,5,20,1.2599655150918998
master_slave,5,21,1.258814617050175
master_slave,5,22,1.2565748413453297
master_slave,5,23,1.258845627239477
master_slave,5,24,1.2588456272394772
master_slave,5,25,1.258814617050175
master_slave,5,26,1.2599655150918998
master_slave,5,27,1.2576947291977525
master_slave,5,28,1.2577257393870547
master_slave,5,29,1.2599655150918998
master_slave,5,30,1.2599655150918998
master_slave,6,1,1.258845627239477
master_slave,6,2,1.2577257393870545
master_slave,6,3,1.2599655150918998
master_slave,6,4,1.2599655150918998
master_slave,6,5,1.2599655150918998
master_slave,6,6,1.2588456272394772
master_slave,6,7,1.2599655150918998
master_slave,6,8,1.2565748413453297
master_slave,6,9,1.2588456272394772
master_slave,6,10,1.2599655150918998
master_slave,6,11,1.2588456272394772
master_slave,6,12,1.2599655150918998
master_slave,6,13,1.2599655150918998
master_slave,6,14,1.2588456272394772
master_slave,6,15,1.258845627239477
master_slave,6,16,1.2588456272394772
master_slave,6,17,1.2588456272394772
master_slave,6,18,1.2599655150918998
master_slave,6,19,1.2588456272394772
master_slave,6,20,1.2599655150918998
master_slave,6,21,1.2588456272394772
master_slave,6,22,1.2588456272394772
master_slave,6,23,1.258845627239477
master_slave,6,24,1.2577257393870547
master_slave,6,25,1.2599655150918998
master_slave,6,26,1.2599655150918998
master_slave,6,27,1.2577257393870547
master_slave,6,28,1.2588456272394772
master_slave,6,29,1.258845627239477
master_slave,6,30,1.2599655150918998
